Num_Name	Epoch	q	e	i	w	Node	Tp	Ref
1P/Halley	49400	0.58597811	0.96714291	162.26269	111.33249	58.42008	19860205.9	JPLJ863/77
2P/Encke	56580	0.33612614	0.84823153	11.77894	186.53535	334.57346	20131121.69	JPLK105/5
3D/Biela	-9480	0.879073	0.751299	13.2164	221.6588	250.669	18321126.62	IAUCAT03
4P/Faye	56717	1.6550406	0.56850952	9.05002	205.06504	199.27533	20140529.61	JPLK144/3
5D/Brorsen	7440	0.589847	0.809796	29.3821	14.9468	102.9676	18790331.03	IAUCAT03
6P/d'Arrest	56720	1.36137306	0.61132154	19.48173	178.13587	138.93629	20150302.46	JPLK155/1
7P/Pons-Winnecke	56646	1.24111361	0.63736536	22.34029	172.4012	93.43295	20150130.53	JPLK088/12
8P/Tuttle	54374	1.02711659	0.81979975	54.98318	207.50925	270.34165	20080127.03	JPLK074/27
9P/Tempel 1	56717	1.53363978	0.51159444	10.50258	179.30313	68.88181	20160802.02	JPL158
10P/Tempel 2	56717	1.41933839	0.53682492	12.02889	195.5209	117.80727	20151114.51	JPLK1013/8
11P/Tempel-Swift-LINEAR	52320	1.58407204	0.53916516	13.46043	163.63395	240.7105	20011230.76	JPLK0116/15
12P/Pons-Brooks	35000	0.77366709	0.95481239	74.17689	199.02847	255.89114	19540522.88	JPL15
13P/Olbers	35760	1.17845061	0.93029715	44.60989	64.64121	86.10313	19560619.14	JPL10
14P/Wolf	55320	2.72480165	0.35782833	27.94305	159.04876	202.11538	20090227.44	JPLK078/6
15P/Finlay	54841	0.9700121	0.72144262	6.81683	347.49599	13.80664	20080622.57	JPLK085/10
16P/Brooks 2	54740	1.46657322	0.56277224	4.25806	219.47916	159.36841	20080412.6	JPLK074/5
17P/Holmes	56717	2.05660056	0.43189021	19.09157	24.51447	326.76465	20140327.51	JPLK077/31
18D/Perrine-Mrkos	40240	1.27224808	0.64258098	17.75898	166.05042	240.87555	19681101.54	JPLJ682/18
19P/Borrelly	55240	1.35364762	0.62467463	30.33069	353.35805	75.42083	20080722.39	JPLK086/2
20D/Westphal	20080	1.25401276	0.91983119	40.89006	57.08095	348.00645	19131126.79	JPL19
21P/Giacobini-Zinner	56498	1.03069627	0.70681789	31.9081	172.58442	195.39701	20120211.63	JPLK123/6
22P/Kopff	56660	1.56509584	0.54664049	4.73496	162.68872	120.86485	20151025.4	JPLK154/3
23P/Brorsen-Metcalf	47800	0.47875271	0.97195226	19.33394	129.61068	311.58546	19890911.94	JPL13
24P/Schaumasse	52120	1.20501004	0.70480036	11.75153	57.87449	79.83104	20010502.66	JPLK014/19
25D/Neujmin 2	24960	1.33816965	0.5668186	10.63871	193.70403	328.71695	19270116.22	JPL7
26P/Grigg-Skjellerup	56717	1.08570619	0.64016245	22.42427	2.15064	211.5466	20130706.02	JPLK139/5
27P/Crommelin	56364	0.74828747	0.91898109	28.96687	196.0254	250.62641	20110803.89	JPLK113/4
28P/Neujmin 1	53080	1.5521569	0.77541331	14.18564	346.91625	347.02892	20021227.33	JPL23
29P/Schwassmann-Wachmann 1	56717	5.75356232	0.04221641	9.37467	50.56116	312.44287	20190414.32	JPLK043/63
30P/Reinmuth 1	55760	1.88319174	0.50119512	8.12265	13.17407	119.74116	20100419.51	JPLK103/1
31P/Schwassmann-Wachmann 2	56364	3.42306655	0.19390496	4.54663	18.01932	114.15481	20100930.19	JPLK084/11
32P/Comas Sola	56717	2.0011678	0.55596114	9.97076	53.3478	57.85394	20141017.65	JPLK144/3
33P/Daniel	54952	2.16951544	0.46196108	22.37457	18.96397	66.56464	20080720.31	JPLK084/7
34D/Gale	29080	1.182907	0.760719	11.7281	209.1572	67.9235	19380618.48	SAO/1938
35P/Herschel-Rigollet	29480	0.74849	0.97405	64.207	29.298	355.98	19390809.46	SAO/1939
36P/Whipple	56771	3.07239588	0.26170951	9.92733	200.6202	181.98685	20111223.45	JPLK118/5
37P/Forbes	56364	1.57822308	0.54058015	8.95531	329.64367	314.92802	20111211.14	JPLK114/4
38P/Stephan-Oterma	44720	1.57442075	0.86002249	17.98142	358.19104	79.18838	19801205.18	JPL10
39P/Oterma	52200	5.47114748	0.24551396	1.94283	56.27834	331.58112	20021221.02	JPL14
40P/Vaisala 1	56717	1.81883094	0.63200988	11.48978	47.29737	133.84789	20141115.83	JPLK148/4
41P/Tuttle-Giacobini-Kresak	53821	1.04777763	0.66041266	9.22803	62.19322	141.09293	20060611.79	JPLK064/9
42P/Neujmin 3	53320	2.01471456	0.58515624	3.98546	147.16042	150.38392	20040715.94	JPLK044/16
43P/Wolf-Harrington	55740	1.35755634	0.59466516	15.96805	191.49198	249.88266	20100701.8	JPLK094/9
44P/Reinmuth 2	56340	2.11619956	0.42693361	5.89539	58.34893	286.48232	20150324.09	JPLK105/3
45P/Honda-Mrkos-Pajdusakova	56060	0.52976142	0.82467208	4.25243	326.25804	89.00218	20110928.78	JPLK112/2
46P/Wirtanen	56717	1.05215097	0.65923777	11.75733	356.33881	82.16308	20130709.38	JPLK073/15
47P/Ashbrook-Jackson	56771	2.81429364	0.31698956	13.03574	357.86264	356.99709	20170610.88	JPL61
48P/Johnson	56717	2.24887236	0.38123851	13.96682	208.27844	116.76576	20111010.41	JPL56
49P/Arend-Rigaux	56498	1.42461218	0.60043698	19.05165	332.87153	118.8471	20111019.19	JPL68
50P/Arend	54891	1.9237344	0.52947201	19.15836	49.03441	355.32464	20071101.22	JPL42
51P/Harrington	54841	1.68794174	0.54432588	5.42824	269.18162	83.77594	20080618.42	JPLK084/6
51P/Harrington-A	52320	1.5683173	0.56220236	8.65735	233.64697	119.17192	20010605.83	JPLK013/32
52P/Harrington-Abell	56717	1.77312879	0.54063451	10.23056	139.61439	336.85305	20140307.54	JPLK145/4
53P/Van Biesbroeck	56720	2.43114866	0.55088763	6.60614	134.10519	148.9162	20160430.13	JPL55
54P/de Vico-Swift-NEAT	55013	2.17176403	0.42704749	6.06716	1.93333	358.86003	20091128.57	JPL22
55P/Tempel-Tuttle	51040	0.97642792	0.90555272	162.48658	172.50027	235.27099	19980228.1	JPLJ985/69
56P/Slaughter-Burnham	53765	2.53496984	0.50367142	8.15569	44.07798	346.26362	20050114.93	JPLK053/30
57P/duToit-Neujmin-Delporte	55440	1.72470943	0.49980121	2.84865	115.31689	188.81027	20081225.84	JPL19
57P/duToit-Neujmin-Delporte-A	52640	1.72939044	0.49904012	2.84481	115.23253	188.92568	20020731.15	JPLK023/3
58P/Jackson-Neujmin	50160	1.38117347	0.66150673	13.47841	200.35826	160.71487	19951006.61	JPL6
59P/Kearns-Kwee	55300	2.35521252	0.47542877	9.3399	127.52322	313.03235	20090307.65	JPLK084/11
60P/Tsuchinshan 2	56080	1.61816405	0.5384297	3.6107	216.38217	267.68419	20120513.53	JPLK124/3
61P/Shajn-Schaldach	55320	2.10838499	0.42689517	6.01051	221.69072	163.10765	20080906.31	JPLK083/1
62P/Tsuchinshan 1	53560	1.48905166	0.57800841	10.50214	22.86372	96.74904	20041207.93	JPLK044/15
63P/Wild 1	56717	1.95057715	0.65091903	19.77998	169.02952	358.00186	20130410.83	JPL31
64P/Swift-Gehrels	55320	1.3771141	0.68973253	8.94991	96.32255	300.74137	20090614.39	JPL21
65P/Gunn	56717	2.80547962	0.27137438	9.49313	209.68873	65.932	20170920.26	JPLK104/8
66P/du Toit	52920	1.27426678	0.78770149	18.70074	257.24972	22.21536	20030827.99	JPL48
67P/Churyumov-Gerasimenko	56780	1.24311961	0.64105323	7.04085	12.77322	50.15181	20150813.03	JPLK084/16
68P/Klemola	54801	1.75901873	0.64068701	11.14375	153.97951	175.33193	20090120.97	JPL30
69P/Taylor	55960	2.27284792	0.41446248	22.04602	343.44814	104.88096	20110717.56	JPLK113/3
70P/Kojima	56717	2.00664631	0.45378304	6.60037	2.02307	119.2737	20141020.85	JPL29
71P/Clark	56364	1.56927321	0.49817518	9.48004	208.90035	59.61171	20111215.92	JPLK114/5
72D/Denning-Fujikawa	43880	0.77972752	0.81985972	8.64319	334.3171	41.53343	19781002.14	JPL17
73P/Schwassmann-Wachmann 3	50080	0.93277079	0.69482691	11.42349	198.76998	69.94634	19950922.89	JPLJ954/19
73P/Schwassmann-Wachmann 3-B	53880	0.93911104	0.69328552	11.39695	198.79945	69.89248	20060607.92	JPLK061/24
73P/Schwassmann-Wachmann 3-C	55980	0.94285663	0.6922258	11.37916	198.87059	69.84322	20111016.9	JPLK114/1
73P/Schwassmann-Wachmann 3-E	51920	0.93743699	0.69387746	11.40562	198.77324	69.9171	20010128.45	JPLK013/11
73P/Schwassmann-Wachmann 3-G	53839	0.93918393	0.69341297	11.38956	198.7746	69.9084	20060608.1	JPL19
73P/Schwassmann-Wachmann 3-H	53839	0.93916951	0.69356581	11.39106	198.7738	69.90789	20060608.28	JPL14
73P/Schwassmann-Wachmann 3-J	53815	0.9390202	0.69153882	11.38027	198.86944	69.82886	20060608.15	JPL3
73P/Schwassmann-Wachmann 3-K	53839	0.93907684	0.69354349	11.39106	198.78964	69.89734	20060608.22	JPL4
73P/Schwassmann-Wachmann 3-L	53839	0.93908939	0.69473567	11.39871	198.74759	69.93678	20060608.33	JPL7
73P/Schwassmann-Wachmann 3-M	53839	0.93909681	0.69394094	11.39436	198.77756	69.9053	20060608.26	JPL11
73P/Schwassmann-Wachmann 3-N	53839	0.93925436	0.69228899	11.38094	198.76435	69.8973	20060608.27	JPL14
73P/Schwassmann-Wachmann 3-P	53839	0.93915914	0.6955759	11.40542	198.72414	69.9562	20060607.85	JPL7
73P/Schwassmann-Wachmann 3-Q	53839	0.93971575	0.69864724	11.41936	198.49519	70.13789	20060607.68	JPL3
73P/Schwassmann-Wachmann 3-R	53839	0.93913155	0.69408821	11.39473	198.7697	69.91309	20060608.18	JPL15
73P/Schwassmann-Wachmann 3-S	53839	1.02236658	0.69335823	11.04818	181.56219	81.99162	20060608.76	JPL2
73P/Schwassmann-Wachmann 3-T	53839	0.93931878	0.71193241	11.5123	198.18338	70.476	20060608.7	JPL5
73P/Schwassmann-Wachmann 3-U	53839	0.93939033	0.68939746	11.35982	198.83539	69.83272	20060609.04	JPL2
73P/Schwassmann-Wachmann 3-V	53839	0.91220674	0.69348697	11.65182	204.92948	65.24679	20060608.48	JPL2
73P/Schwassmann-Wachmann 3-W	53839	0.93912503	0.69757325	11.41832	198.66081	70.01699	20060608.47	JPL3
73P/Schwassmann-Wachmann 3-X	53839	0.9390827	0.69475129	11.39939	198.75098	69.92862	20060608.56	JPL7
73P/Schwassmann-Wachmann 3-Y	53839	0.93916574	0.7195023	11.56184	197.97005	70.66914	20060608.59	JPL3
73P/Schwassmann-Wachmann 3-Z	53839	0.94203915	0.69335823	11.34947	198.01615	70.49401	20060608.31	JPL2
73P/Schwassmann-Wachmann 3-AA	53839	0.93928453	0.68063388	11.29506	199.10794	69.57272	20060609.17	JPL3
73P/Schwassmann-Wachmann 3-AB	53856	0.93916633	0.69124681	11.37319	198.81697	69.85894	20060608.71	JPL4
73P/Schwassmann-Wachmann 3-AC	53856	0.93904525	0.69536711	11.40528	198.75264	69.9338	20060608.68	JPL5
73P/Schwassmann-Wachmann 3-AD	53839	0.94070736	0.69335823	11.36837	198.37132	70.21922	20060608.68	JPL2
73P/Schwassmann-Wachmann 3-AE	53839	0.93905118	0.69672566	11.41469	198.70814	69.97232	20060608.33	JPL5
73P/Schwassmann-Wachmann 3-AF	53839	0.94118491	0.67629902	11.23973	198.71639	69.84971	20060607.01	JPL1
73P/Schwassmann-Wachmann 3-AG	53839	0.93903924	0.69578115	11.40759	198.70529	69.95897	20060609	JPL4
73P/Schwassmann-Wachmann 3-AH	53839	0.94298661	0.69335823	11.33063	197.73963	70.70742	20060608.63	JPL3
73P/Schwassmann-Wachmann 3-AI	53836	0.93890062	0.6980259	11.42879	198.73177	69.9683	20060608.7	JPL3
73P/Schwassmann-Wachmann 3-AJ	53839	0.9360801	0.80019529	12.14932	196.76565	72.06227	20060608.01	JPL2
73P/Schwassmann-Wachmann 3-AK	53839	0.93770521	0.69335823	11.4295	199.3257	69.37619	20060608.38	JPL3
73P/Schwassmann-Wachmann 3-AL	53839	0.93876858	0.69984282	11.44393	198.72255	69.97977	20060608.41	JPL2
73P/Schwassmann-Wachmann 3-AM	53839	0.93093716	0.69335823	11.5442	201.0886	68.11933	20060608.2	JPL1
73P/Schwassmann-Wachmann 3-AN	53839	0.93899732	0.69475696	11.40514	198.8012	69.89156	20060608.32	JPL4
73P/Schwassmann-Wachmann 3-AO	53839	0.94075016	0.69376877	11.32588	198.16719	70.3888	20060607.85	JPL3
73P/Schwassmann-Wachmann 3-AP	53856	0.93874543	0.70143009	11.46591	198.74262	69.96698	20060606.61	JPL8
73P/Schwassmann-Wachmann 3-AQ	53856	0.93900644	0.69591191	11.4137	198.77132	69.92073	20060607.9	JPL9
73P/Schwassmann-Wachmann 3-AR	53839	0.93920476	0.69579901	11.40652	198.70985	69.9663	20060606.81	JPL2
73P/Schwassmann-Wachmann 3-AS	53852	0.93882284	0.7010842	11.4619	198.72351	69.97537	20060606.26	JPL5
73P/Schwassmann-Wachmann 3-AT	53839	0.93962879	0.68693223	11.33462	198.81041	69.84813	20060606.29	JPL2
73P/Schwassmann-Wachmann 3-AU	53839	0.93929796	0.69282235	11.38221	198.75831	69.91455	20060608.1	JPL1
73P/Schwassmann-Wachmann 3-AV	53839	0.93902429	0.69335823	11.39512	198.83355	69.88525	20060606.5	JPL1
73P/Schwassmann-Wachmann 3-AW	53839	0.94025776	0.67730146	11.2396	198.83397	69.79453	20060607.91	JPL2
73P/Schwassmann-Wachmann 3-AX	53839	0.93800954	0.69247013	11.42779	199.25127	69.46695	20060609.5	JPL1
73P/Schwassmann-Wachmann 3-AY	53839	0.9401934	0.67508996	11.22587	198.92203	69.71152	20060608.9	JPL2
73P/Schwassmann-Wachmann 3-AZ	53839	0.94031778	0.67506999	11.22071	198.86704	69.76426	20060606.7	JPL1
73P/Schwassmann-Wachmann 3-BA	53839	0.94024779	0.68243292	11.27075	198.69202	69.921	20060606.54	JPL1
73P/Schwassmann-Wachmann 3-BB	53839	0.94242057	0.68243292	11.19018	197.92857	70.47094	20060607.09	JPL1
73P/Schwassmann-Wachmann 3-BC	53856	0.9388074	0.70046752	11.45871	198.74613	69.95555	20060606.61	JPL7
73P/Schwassmann-Wachmann 3-BD	53839	0.94615558	0.68243921	10.97455	196.46313	71.41848	20060606.18	JPL1
73P/Schwassmann-Wachmann 3-BE	53839	0.93942134	0.68243921	11.31655	199.00413	69.69354	20060606.98	JPL1
73P/Schwassmann-Wachmann 3-BF	53856	0.93957429	0.6856739	11.32198	198.8098	69.83456	20060607.06	JPL2
73P/Schwassmann-Wachmann 3-BG	53839	0.93934183	0.68475481	11.3245	198.95483	69.72079	20060608.81	JPL1
73P/Schwassmann-Wachmann 3-BH	53839	0.93981625	0.68243921	11.28941	198.83807	69.80393	20060608.65	JPL1
73P/Schwassmann-Wachmann 3-BI	53856	0.9397651	0.68246268	11.30046	198.9128	69.75259	20060608.73	JPL3
73P/Schwassmann-Wachmann 3-BJ	53839	0.93925292	0.69109449	11.37023	198.79791	69.87876	20060608.69	JPL2
73P/Schwassmann-Wachmann 3-BK	53839	0.93926664	0.69154281	11.37078	198.77539	69.89745	20060608.9	JPL2
73P/Schwassmann-Wachmann 3-BL	53839	0.93909966	0.69622372	11.40936	198.69943	69.97336	20060608.86	JPL2
73P/Schwassmann-Wachmann 3-BM	53839	0.93975686	0.68243921	11.29433	198.86135	69.77559	20060609.02	JPL1
73P/Schwassmann-Wachmann 3-BN	53856	0.93918574	0.69177151	11.37745	198.79477	69.88153	20060608.21	JPL3
73P/Schwassmann-Wachmann 3-BO	53856	0.93921907	0.69182756	11.37616	198.77155	69.89198	20060608.27	JPL3
73P/Schwassmann-Wachmann 3-BP	53856	0.93978327	0.68245345	11.29077	198.84884	69.81061	20060608.39	JPL1
73P/Schwassmann-Wachmann 3-BQ	53856	0.93915566	0.69245388	11.38826	198.81985	69.86578	20060608.3	JPL2
73P/Schwassmann-Wachmann 3-BR	53856	0.93960179	0.68515413	11.31925	198.84129	69.82671	20060606.24	JPL2
73P/Schwassmann-Wachmann 3-BS	53856	0.93894867	0.69857355	11.44446	198.76852	69.94	20060605.78	JPL1
74P/Smirnova-Chernykh	56717	3.54442246	0.14851241	6.6509	86.55899	77.07637	20180124.15	JPLK093/32
75D/Kohoutek	49520	1.78465694	0.4963074	5.90721	175.80172	269.68609	19940629.9	JPLJ873/16
76P/West-Kohoutek-Ikemura	56771	1.60046515	0.5387971	30.48269	0.04791	84.12359	20130507.71	JPL17
77P/Longmore	55320	2.31065118	0.35792703	24.39892	196.7213	14.91507	20090707.91	JPL25
78P/Gehrels 2	56771	2.01028234	0.46190286	6.25385	192.75444	210.56121	20120112.43	JPLK114/8
79P/du Toit-Hartley	56558	1.12380532	0.61851349	3.14562	281.68932	280.64034	20130823.29	JPL16
80P/Peters-Hartley	50960	1.62392155	0.59807504	29.85433	338.40141	260.00816	19980811.63	JPL15
81P/Wild 2	56364	1.59618077	0.53735432	3.23829	41.69284	136.10662	20100222.46	JPLK103/7
82P/Gehrels 3	55600	3.63331471	0.1228436	1.12591	226.35104	239.46173	20100112.38	JPL15
83D/Russell 1	46240	1.61154163	0.51720991	22.65946	0.37623	230.84201	19850705.23	JPL7
84P/Giclas	56717	1.83940353	0.49481458	7.28694	276.49449	112.38115	20130723.28	JPL37
85P/Boethin	54252	1.13465745	0.78116063	4.29529	37.61838	359.39611	20081212.75	JPL23
86P/Wild 3	54587	2.30112833	0.3659549	15.44745	179.15286	72.5838	20080520	JPL13
87P/Bus	56580	2.10222244	0.38861722	2.60114	24.67723	181.89717	20131219.45	JPL17
88P/Howell	56717	1.3592747	0.56281217	4.38227	235.89127	56.70775	20150406.3	JPLK084/19
89P/Russell 2	54952	2.27994224	0.39922951	12.03231	249.32045	42.3925	20090817.17	JPL16
90P/Gehrels 1	52680	2.96591125	0.50913673	9.61527	28.23751	13.51663	20020623.11	JPL20
91P/Russell 3	56544	2.61671746	0.32908166	14.07525	354.62707	247.87031	20130301.09	JPL30
92P/Sanguin	56780	1.82528976	0.65952723	19.44339	163.80824	181.4651	20150301.23	JPL25
93P/Lovas 1	54891	1.70409644	0.6119296	12.21982	74.64672	339.92021	20071217.36	JPL48
94P/Russell 4	56364	2.23564767	0.36356715	6.1839	92.6613	70.91337	20100329.69	JPL34
96P/Machholz 1	56541	0.12374885	0.95921183	58.31221	14.75775	94.32324	20120714.82	JPL53
97P/Metcalf-Brewington	56717	2.60018199	0.45805161	17.87834	228.26706	185.20543	20110820.64	JPLK113/6
98P/Takamizawa	56717	1.67338397	0.56059778	10.54421	157.87424	114.74172	20130805.36	JPL15
99P/Kowal 1	55380	4.74344256	0.22877169	4.33254	174.61533	28.20834	20070128.81	JPLK072/22
100P/Hartley 1	55900	1.99088409	0.41721704	25.66151	182.01667	37.81685	20091205.91	JPLK095/1
101P/Chernykh	53795	2.35062298	0.59417111	5.07933	263.17238	130.27102	20051225.34	JPLK051/1
101P/Chernykh-B	53730	2.35052302	0.59472156	5.07828	263.18678	130.23245	20051224.39	JPL3
102P/Shoemaker 1	56717	1.96855931	0.47295106	26.24763	18.80154	339.85621	20130901.28	JPLK133/4
103P/Hartley 2	55456	1.05869009	0.6951453	13.61717	181.19548	219.76266	20101028.26	JPL183
104P/Kowal 2	53080	1.39610301	0.58532468	15.48938	192.03541	246.08374	20040509.18	JPLK043/16
105P/Singer Brewster	56364	2.05052033	0.40908017	9.17089	46.6353	192.41256	20120226.05	JPL36
106P/Schuster	54070	1.55612254	0.58675049	20.1114	355.83257	50.61205	20070402.23	JPL16
108P/Ciffreo	54313	1.71912417	0.54154622	13.07824	357.97424	53.7391	20070718.04	JPL22
109P/Swift-Tuttle	50000	0.95951616	0.96322576	113.45382	152.98217	139.38119	19921212	JPL32
110P/Hartley 3	56717	2.47549255	0.31426114	11.69378	167.74447	287.7141	20141217.79	JPL44
111P/Helin-Roman-Crockett	56320	3.70430339	0.10962077	4.22881	3.37794	89.794	20130130.63	JPL8
112P/Urata-Niijima	56717	1.45510682	0.58808911	24.20298	21.43969	31.91437	20130624.28	JPL24
113P/Spitaler	54891	2.12820697	0.4232015	5.77567	49.84329	14.46397	20080323.4	JPL31
114P/Wiseman-Skiff	56717	1.57491543	0.55538414	18.28405	172.83424	271.05425	20130513.86	JPL40
115P/Maury	56364	2.03969892	0.52116458	11.68738	120.41046	176.5031	20111007.37	JPL16
116P/Wild 4	55380	2.17518734	0.37435125	3.61228	173.60456	21.02632	20090718.85	JPL106
117P/Helin-Roman-Alu 1	56558	3.05621351	0.25380625	8.6982	222.71749	58.89988	20140327.34	JPLK143/7
118P/Shoemaker-Levy 4	56140	1.98165066	0.42817557	8.50842	302.17417	151.77019	20100102.83	JPL49
119P/Parker-Hartley	56717	3.02650136	0.29242616	5.19594	181.30255	244.10079	20140402.59	JPL46
120P/Mueller 1	56717	2.72755908	0.34081323	8.79594	30.28447	4.27304	20130222.67	JPL18
121P/Shoemaker-Holt 2	56717	3.7543659	0.18568412	20.15952	12.2084	94.21479	20130906.05	JPL38
122P/de Vico	50280	0.65933734	0.96270889	85.38275	12.99609	79.6245	19951006	JPL27
123P/West-Hartley	56080	2.12871394	0.44862605	15.35693	102.8202	46.59828	20110704.49	JPL63
124P/Mrkos	56717	1.64533887	0.50390272	31.52871	183.70705	0.41469	20140409.61	JPL34
125P/Spacewatch	56717	1.52501167	0.51232272	9.98721	87.19443	153.18839	20130216.95	JPL24
126P/IRAS	56364	1.71781337	0.6957725	45.80272	356.7749	357.79932	20100222.14	JPL17
127P/Holt-Olmstead	54709	2.19354851	0.36344848	14.31346	6.50523	13.79474	20091021.35	JPL17
128P/Shoemaker-Holt 1-A	50440	3.04727913	0.32104005	4.36157	210.19222	214.5292	19971120.2	JPL10
128P/Shoemaker-Holt 1-B	54475	3.06882823	0.31996625	4.35515	210.43298	214.4166	20070613.56	JPL30
129P/Shoemaker-Levy 3	56717	3.91372906	0.0874803	3.43815	309.50041	184.95112	20140211.51	JPL62
130P/McNaught-Hughes	56364	2.08467468	0.41170759	7.33998	224.44063	89.70016	20110627.27	JPL37
131P/Mueller 2	56498	2.4163702	0.34322458	7.3551	179.27632	214.19809	20120106.43	JPL33
132P/Helin-Roman-Alu 2	53765	1.92415756	0.53000896	5.76598	221.10101	178.38819	20060214.98	JPL25
134P/Kowal-Vavrova	56717	2.57135561	0.58727926	4.34894	18.58208	202.1199	20140521.49	JPL16
135P/Shoemaker-Levy 8	51360	2.72110392	0.28956774	6.05011	22.60841	213.31757	19991210.59	JPL11
136P/Mueller 3	55440	2.96302309	0.29349548	9.42636	225.08987	137.55465	20071023.34	JPL24
137P/Shoemaker-Levy 2	54421	1.90589228	0.57651251	4.87575	140.89173	233.31731	20090513.29	JPL23
138P/Shoemaker-Levy 7	56364	1.70034212	0.53052723	10.08559	95.59378	309.39786	20120611.65	JPL18
139P/Vaisala-Oterma	54952	3.40275296	0.2469714	2.32902	165.53207	242.44827	20080419.43	JPL31
140P/Bowell-Skiff	51320	1.97187717	0.69176166	3.83583	173.08677	343.45646	19990514.81	JPL25
141P/Machholz 2-A	53480	0.75284988	0.75012396	12.79506	149.28443	246.16159	20050228.25	JPL75
141P/Machholz 2-D	51520	0.74900569	0.75106241	12.81184	149.29181	246.13363	19991209.96	JPL11
142P/Ge-Wang	56498	2.48851637	0.49823878	12.30684	175.55073	176.51698	20100529.01	JPL16
143P/Kowal-Mrkos	54691	2.53815054	0.41015082	4.68979	320.73752	245.38079	20090612.14	JPL44
144P/Kushida	54841	1.4390075	0.62779464	4.10917	216.0971	245.56059	20090126.86	JPL12
145P/Shoemaker-Levy 5	56498	1.89743643	0.54179226	11.28358	10.37026	26.88488	20170830.37	JPL21
146P/Shoemaker-LINEAR	54587	1.41774395	0.64791843	23.07973	316.8388	53.56765	20080521.34	JPL17
147P/Kushida-Muramatsu	54801	2.75623414	0.27602521	2.36796	346.84083	93.76207	20080922.87	JPLK083/2
148P/Anderson-LINEAR	54374	1.70266543	0.53782001	3.6784	6.69707	89.80375	20080522.79	JPL16
149P/Mueller 4	55380	2.65089964	0.38836069	29.73448	43.759	145.26434	20100219.17	JPL9
150P/LONEOS	53296	1.76286349	0.54687074	18.50466	245.63682	272.50786	20010323.9	JPL26
151P/Helin	51440	2.53184135	0.56629545	4.7156	215.32092	143.56087	20010923.36	JPL18
152P/Helin-Lawrence	56717	3.11496732	0.30705244	9.86792	163.66281	91.90872	20120708.59	JPL53
153P/Ikeya-Zhang	52560	0.50714132	0.99009752	28.11988	34.67317	93.37027	20020318.98	JPL73
154P/Brewington	56717	1.60782458	0.67057615	17.83191	49.0198	343.48964	20131212.45	JPL28
155P/Shoemaker 3	52800	1.81334212	0.72667267	6.38589	14.91091	97.2645	20021214.83	JPL31
156P/Russell-LINEAR	56520	1.58497587	0.55911729	20.77777	357.78802	38.98593	20140416.54	JPL19
157P/Tritton	56364	1.35798039	0.60217334	7.2848	148.84244	300.01452	20100221.31	JPL28
158P/Kowal-LINEAR	54506	4.58566571	0.0285945	7.90839	232.19048	137.30615	20120923.76	JPL84
159P/LONEOS	52939	3.65084197	0.38082378	23.42026	4.98779	55.16159	20040303.01	JPL28
160P/LINEAR	55188	2.07020982	0.47898028	17.2783	18.00199	337.03821	20120918.25	JPL38
161P/Hartley-IRAS	52359	1.27219395	0.83510271	95.7081	47.17655	1.46499	20050620.95	JPL58
162P/Siding Spring	53517	1.22767551	0.59724825	27.84477	356.36313	31.25199	20041110.28	JPL81
163P/NEAT	56364	2.05709471	0.45322923	12.71792	349.66868	102.11568	20120412.81	JPL33
164P/Christensen	55103	1.67361191	0.54132557	16.26828	325.94079	88.36436	20110602.6	JPL56
165P/LINEAR	52114	6.8303715	0.62158451	15.90526	126.20534	0.63876	20000615.79	JPL48
166P/NEAT	52819	8.56430287	0.38310133	15.36841	321.87892	64.48884	20020520.84	JPL49
167P/CINEOS	53075	11.7835447	0.26995459	19.12721	343.64948	295.83741	20010409.95	JPL19
168P/Hergenrother	56364	1.41484261	0.6095589	21.92792	13.95118	356.45664	20121001.96	JPL54
169P/NEAT	54290	0.60696965	0.76693181	11.30455	217.97603	176.22074	20050917.52	JPL109
170P/Christensen	54526	2.92844539	0.3041704	10.12775	225.38425	143.01247	20060126.58	JPL15
171P/Spahr	56364	1.76497751	0.50311306	21.94963	347.1064	101.71691	20120430.55	JPL39
172P/Yeung	54165	2.24096889	0.36210005	11.5179	178.9099	40.10463	20081012.58	JPL43
173P/Mueller 5	53933	4.21359159	0.26168076	16.4932	29.88843	100.57539	20080518.84	JPL76
175P/Hergenrother	55508	2.00846985	0.42366479	6.08604	51.39474	126.25358	20130524.97	JPL55
177P/Barnard	53902	1.1072423	0.95440437	31.21782	60.45726	272.06669	20060828.69	JPL26
178P/Hug-Bell	56717	1.93337066	0.47349656	10.97551	296.9515	103.57438	20130723.06	JPL32
179P/Jedicke	53301	4.08163664	0.30735213	19.88579	295.70882	115.88046	20071204.7	JPL23
180P/NEAT	54159	2.46868165	0.35800373	16.91361	94.88908	84.75475	20080526.59	JPL41
181P/Shoemaker-Levy 6	54091	1.12749269	0.70654076	16.9267	333.55439	37.87214	20061124.99	JPL14
182P/LONEOS	53241	0.97802243	0.66634234	16.9093	51.43385	75.10006	20070205.83	JPL60
183P/Korlevic-Juric	53811	3.89423609	0.13663991	18.72589	161.50399	5.87624	20080507.92	JPL34
184P/Lovas 2	55096	1.39365344	0.60469959	1.55116	77.52001	278.19493	20061213.09	JPL33
185P/Petriew	56498	0.93201434	0.69932104	14.00702	181.94033	214.09102	20120813.55	JPL43
